SG_UF_ESCOLA;CO_ESCOLA_EDUCACENSO;NO_ESCOLA_EDUCACENSO;TP_DEPENDENCIA_ADM_ESCOLA;TP_LOCALIZACAO_ESCOLA;NU_MATRICULAS;NU_PARTICIPANTES_NEC_ESP;NU_PARTICIPANTES;NU_TAXA_PARTICIPACAO;NU_MEDIA_CN;NU_MEDIA_CH;NU_MEDIA_LP;NU_MEDIA_MT;NU_MEDIA_RED;INSE;PC_FORMACAO_DOCENTE;NU_TAXA_PERMANENCIA;NU_TAXA_REPROVACAO;NU_TAXA_ABANDONO;PORTE_ESCOLA;TAXA_PART_CAT
RJ;33018359;CE PROFESSOR KOPKE;Estadual;Urbana;47;0;24;51,06;442,42;528,59;486,42;439,40;518,33;Grupo 3;59,2000000000000;50,00;1,80000000000000;3,00000000000000;De 31 a 60 alunos;baixa
RJ;33018367;CE ROBERTO COELHO PEDROSO;Estadual;Urbana;19;0;16;84,21;455,16;540,22;510,02;450,41;543,75;Grupo 3;68,9000000000000;81,25;6,60000000000000;1,10000000000000;De 1 a 30 alunos;media
RJ;33018375;COL RUY BARBOSA;Privada;Urbana;100;0;94;94,00;586,11;638,37;583,24;601,36;701,49;Grupo 5;65,1000000000000;84,04;4,20000000000000;0,00000000000000;Maior que 90 alunos;alta
RJ;33018383;COL STO ANTONIO;Privada;Urbana;45;0;44;97,78;550,47;625,53;567,45;581,34;703,07;Grupo 5;82,4000000000000;84,09;6,50000000000000;0,00000000000000;De 31 a 60 alunos;alta
RJ;33018405;CE CONDESSA DO RIO NOVO;Estadual;Urbana;65;0;34;52,31;475,91;544,38;494,06;455,92;493,53;Grupo 3;82,2000000000000;61,76;11,90000000000000;0,00000000000000;De 61 a 90 alunos;baixa
RJ;33018430;CE URBANO CARLOS DE ALMEIDA;Estadual;Urbana;38;0;20;52,63;446,55;530,32;486,84;455,67;493,00;Grupo 4;65,8000000000000;70,00;4,50000000000000;0,00000000000000;De 31 a 60 alunos;baixa
RJ;33018634;ESCOLA NOSSA SENHORA DE FATIMA;Privada;Urbana;43;0;41;95,35;574,91;637,05;579,22;634,14;755,61;Grupo 5;78,0000000000000;80,49;6,00000000000000;3,50000000000000;De 31 a 60 alunos;alta
RJ;33018820;CE MARIA ZULMIRA TORRES;Estadual;Urbana;84;0;64;76,19;506,66;595,38;548,70;511,26;606,25;Grupo 4;81,4000000000000;67,19;12,20000000000000;0,00000000000000;De 61 a 90 alunos;media
RJ;33018839;COL EUCLIDES DA CUNHA;Privada;Urbana;10;0;10;100,00;553,82;623,28;544,82;579,66;630,00;Grupo 5;59,0000000000000;100,00;0,00000000000000;0,00000000000000;De 1 a 30 alunos;alta
RJ;33019223;CE JOAO DE ABREU JUNIOR;Estadual;Urbana;22;0;18;81,82;455,76;569,59;514,32;480,45;532,22;Grupo 3;63,4000000000000;88,89;6,30000000000000;1,20000000000000;De 1 a 30 alunos;media
RJ;33019673;CIEP 280 PROFESSOR VASCO FERNANDES DA SILVA PORTO;Estadual;Urbana;47;0;29;61,70;474,29;577,66;533,33;490,46;580,69;Grupo 3;56,5000000000000;89,66;4,40000000000000;0,00000000000000;De 31 a 60 alunos;baixa
RJ;33020124;COLEGIO CENECISTA SANTA MONICA;Privada;Urbana;14;0;10;71,43;480,38;555,37;534,87;462,64;600,00;Grupo 5;57,9000000000000;90,00;0,00000000000000;0,00000000000000;De 1 a 30 alunos;media
RJ;33020337;CENTRO EDUC LABOR DE CORDEIRO - CELC;Privada;Urbana;18;0;16;88,89;514,87;597,21;541,07;536,43;626,25;Grupo 6;50,0000000000000;81,25;0,00000000000000;0,00000000000000;De 1 a 30 alunos;alta
RJ;33020396;CE JOSE CARLOS BOARETTO;Estadual;Urbana;60;0;30;50,00;435,78;529,97;468,62;436,46;531,33;Grupo 3;63,1000000000000;83,33;4,90000000000000;4,30000000000000;De 31 a 60 alunos;baixa
RJ;33020540;CIEP 322 MOZART CUNHA GUIMARAES;Estadual;Urbana;35;0;19;54,29;479,95;553,11;480,08;501,57;513,68;Grupo 3;46,9000000000000;78,95;14,00000000000000;9,30000000000000;De 31 a 60 alunos;baixa
RJ;33020558;CE RAMIRO BRAGA;Estadual;Urbana;81;0;51;62,96;474,51;574,78;513,30;504,30;584,71;Grupo 3;68,0000000000000;82,35;11,50000000000000;6,40000000000000;De 61 a 90 alunos;baixa
RJ;33020566;COL STO AGOSTINHO;Privada;Urbana;34;0;32;94,12;556,95;623,66;565,93;584,43;647,50;Grupo 5;61,4000000000000;96,88;5,30000000000000;0,00000000000000;De 31 a 60 alunos;alta
RJ;33020710;CE DOUTOR PERICLES CORREA DA ROCHA;Estadual;Urbana;22;0;17;77,27;449,82;527,15;487,06;450,21;478,82;Grupo 4;58,3000000000000;88,24;6,10000000000000;3,00000000000000;De 1 a 30 alunos;media
RJ;33020779;CE LEOPOLDO OSCAR STUTZ;Estadual;Rural;22;0;16;72,73;496,09;573,65;496,48;485,29;580,00;Grupo 3;65,3000000000000;87,50;10,40000000000000;2,10000000000000;De 1 a 30 alunos;media
RJ;33021236;CE MARIA ROSA TEIXEIRA;Estadual;Rural;19;1;11;57,89;494,05;566,96;516,61;464,17;585,09;Grupo 2;44,1000000000000;100,00;0,00000000000000;0,00000000000000;De 1 a 30 alunos;baixa
RJ;33021660;COLEGIO ANCHIETA;Privada;Urbana;58;0;56;96,55;615,33;678,93;616,45;684,46;781,07;Grupo 6;75,0000000000000;91,07;7,00000000000000;0,00000000000000;De 31 a 60 alunos;alta
RJ;33021678;COL D PEDRO I;Privada;Urbana;16;0;15;93,75;552,36;596,07;561,24;532,90;662,67;Grupo 5;60,0000000000000;66,67;5,20000000000000;0,00000000000000;De 1 a 30 alunos;alta
RJ;33021694;CE CANADA;Estadual;Urbana;89;0;68;76,40;467,37;569,25;511,30;477,46;587,65;Grupo 4;61,5000000000000;79,41;10,40000000000000;1,20000000000000;De 61 a 90 alunos;media
RJ;33021716;ASSOC EDUCACIONAL CARLOS E ZELIA CORTES COL MODELO;Privada;Urbana;35;0;30;85,71;527,54;602,73;567,30;551,84;641,33;Grupo 5;75,7000000000000;76,67;20,90000000000000;0,00000000000000;De 31 a 60 alunos;media
RJ;33021724;COL NS DAS DORES;Privada;Urbana;48;0;45;93,75;589,26;643,43;603,04;653,34;797,33;Grupo 5;67,1000000000000;88,89;10,90000000000000;3,00000000000000;De 31 a 60 alunos;alta
RJ;33021732;COL NS DAS GRACAS;Privada;Urbana;22;0;21;95,45;544,89;629,16;579,40;551,72;611,43;Grupo 5;57,1000000000000;80,95;9,10000000000000;0,00000000000000;De 1 a 30 alunos;alta
RJ;33021813;CE AUGUSTO SPINELLI;Estadual;Urbana;74;0;57;77,03;511,51;590,26;542,49;526,77;628,07;Grupo 4;62,2000000000000;73,68;5,10000000000000;0,00000000000000;De 61 a 90 alunos;media
RJ;33021848;CE DOUTOR JOAO BAZET;Estadual;Urbana;54;0;43;79,63;486,47;588,14;539,29;509,96;580,93;Grupo 4;86,4000000000000;79,07;10,10000000000000;0,00000000000000;De 31 a 60 alunos;media
RJ;33021864;CE DOUTOR TUFFY EL JAICK;Estadual;Urbana;102;1;78;76,47;497,70;592,23;531,91;498,61;588,97;Grupo 3;74,8000000000000;74,36;13,20000000000000;0,30000000000000;Maior que 90 alunos;media
RJ;33021937;CE PADRE FRANCA;Estadual;Urbana;28;0;24;85,71;503,22;575,82;509,01;491,02;551,67;Grupo 4;71,9000000000000;83,33;6,50000000000000;0,00000000000000;De 1 a 30 alunos;media
RJ;33021945;CE PADRE MADUREIRA;Estadual;Urbana;24;0;14;58,33;476,59;583,69;540,34;467,47;578,57;Grupo 3;64,4000000000000;92,86;3,60000000000000;0,00000000000000;De 1 a 30 alunos;baixa
RJ;33022011;CE SALUSTIANO JOSE RIBEIRO SERAFIM;Estadual;Urbana;19;0;11;57,89;475,60;554,79;498,62;480,41;507,27;Grupo 4;42,2000000000000;100,00;5,20000000000000;1,00000000000000;De 1 a 30 alunos;baixa
RJ;33022267;EXTERNATO SANTA IGNEZ;Privada;Urbana;36;0;36;100,00;610,69;651,61;610,29;684,45;798,89;Grupo 6;64,9000000000000;80,56;6,90000000000000;0,60000000000000;De 31 a 60 alunos;alta
RJ;33022275;IE DE NOVA FRIBURGO;Estadual;Urbana;38;0;27;71,05;476,66;561,59;524,04;482,81;619,26;Grupo 3;58,1000000000000;66,67;5,00000000000000;0,00000000000000;De 31 a 60 alunos;media
RJ;33022569;CE EDUARDO BREDER;Estadual;Rural;41;0;24;58,54;519,33;620,21;561,25;542,51;656,67;Grupo 4;58,8000000000000;79,17;11,80000000000000;0,00000000000000;De 31 a 60 alunos;baixa
RJ;33022810;CE DOUTOR VICENTE DE MORAES;Estadual;Urbana;20;0;13;65,00;462,87;571,01;503,47;475,23;560,00;Grupo 4;68,8000000000000;76,92;15,50000000000000;5,90000000000000;De 1 a 30 alunos;baixa
RJ;33022968;CE CARLOS MARIA MARCHON;Estadual;Rural;36;0;19;52,78;492,26;585,42;523,42;518,57;618,95;Grupo 3;75,8000000000000;73,68;1,80000000000000;0,00000000000000;De 31 a 60 alunos;baixa
RJ;33023212;CE EMILIA ROSCHEMANT;Estadual;Urbana;27;0;16;59,26;459,78;569,37;528,16;480,82;526,25;Grupo 3;69,5000000000000;81,25;16,80000000000000;0,00000000000000;De 1 a 30 alunos;baixa
RJ;33023298;CE JOSE MARTINS DA COSTA;Estadual;Rural;15;0;11;73,33;522,59;605,95;540,81;544,89;629,09;Grupo 5;62,2000000000000;81,82;1,60000000000000;0,00000000000000;De 1 a 30 alunos;media
RJ;33023310;CIEP 283 MARIA AMELIA PACHECO;Estadual;Urbana;68;1;41;60,29;485,43;572,99;508,36;497,04;572,20;Grupo 3;66,3000000000000;87,80;7,20000000000000;0,00000000000000;De 61 a 90 alunos;baixa
RJ;33024480;CE JOSE CARDOSO DE MORAES;Estadual;Urbana;14;0;11;78,57;420,18;517,05;440,56;394,05;434,55;Grupo 1;51,4000000000000;90,91;6,40000000000000;0,00000000000000;De 1 a 30 alunos;media
RJ;33024537;CE JANUARIO DE TOLEDO PIZZA;Estadual;Urbana;28;0;17;60,71;460,24;559,02;482,04;483,16;534,12;Grupo 3;73,5000000000000;82,35;13,60000000000000;1,90000000000000;De 1 a 30 alunos;baixa
RJ;33024952;CE JOAO DE MORAES MARTINS;Estadual;Urbana;22;0;21;95,45;425,12;519,73;461,32;426,46;443,81;Grupo 2;61,3000000000000;90,48;5,70000000000000;1,40000000000000;De 1 a 30 alunos;alta
RJ;33025100;CE CASIMIRO DE ABREU;Estadual;Urbana;112;0;73;65,18;445,23;537,98;494,30;462,85;502,47;Grupo 3;86,5000000000000;87,67;13,90000000000000;0,00000000000000;Maior que 90 alunos;baixa
RJ;33025320;CE BARRA DE SAO JOAO;Estadual;Urbana;119;0;75;63,03;455,49;545,53;499,03;450,00;518,67;Grupo 3;59,6000000000000;61,33;12,40000000000000;5,30000000000000;Maior que 90 alunos;baixa
RJ;33025347;CE MATARUNA;Estadual;Urbana;50;1;25;50,00;451,26;526,82;481,92;459,44;500,00;Grupo 3;61,4000000000000;52,00;7,50000000000000;5,60000000000000;De 31 a 60 alunos;baixa
RJ;33025355;CE RIO DOURADO;Estadual;Rural;28;0;18;64,29;439,07;509,95;455,97;422,38;501,11;Grupo 3;66,7000000000000;77,78;4,70000000000000;5,60000000000000;De 1 a 30 alunos;baixa
RJ;33025460;ALTERNATIVA COLEGIO;Privada;Urbana;51;0;49;96,08;556,60;616,66;583,19;602,03;680,00;Grupo 5;50,9000000000000;87,76;8,90000000000000;0,70000000000000;De 31 a 60 alunos;alta
RJ;33025487;CE JACINTHO XAVIER MARTINS;Estadual;Urbana;356;1;224;62,92;463,08;554,89;513,67;467,94;550,45;Grupo 3;63,4000000000000;63,39;8,80000000000000;5,00000000000000;Maior que 90 alunos;baixa
RJ;33025525;CE CINAMOMO;Estadual;Urbana;184;0;131;71,20;468,07;555,55;508,55;472,16;529,47;Grupo 3;49,7000000000000;67,94;8,00000000000000;0,60000000000000;Maior que 90 alunos;media
RJ;33025673;CENTRO EDUCACIONAL CASULO;Privada;Urbana;38;0;37;97,37;605,96;658,45;605,21;648,56;738,38;Grupo 6;84,6000000000000;67,57;14,40000000000000;0,00000000000000;De 31 a 60 alunos;alta
RJ;33025754;CE SERVULO MELLO;Estadual;Urbana;123;2;77;62,60;452,95;540,08;491,79;451,88;515,32;Grupo 3;66,8000000000000;85,71;11,90000000000000;7,40000000000000;Maior que 90 alunos;baixa
RJ;33026360;CENTRO EDUC MARGARIDA;Privada;Urbana;34;0;31;91,18;564,61;631,87;569,07;627,74;687,10;Grupo 5;63,3000000000000;90,32;4,40000000000000;0,00000000000000;De 31 a 60 alunos;alta
RJ;33026378;CENTRO EDUC TERRA NOVA DE ARARUAMA LTDA;Privada;Urbana;16;0;12;75,00;537,26;595,78;565,92;539,60;613,33;Grupo 5;61,8000000000000;58,33;3,20000000000000;0,00000000000000;De 1 a 30 alunos;media
RJ;33026386;CIEP 253 GUIMARAES ROSA;Estadual;Urbana;39;0;26;66,67;475,45;546,75;481,13;461,81;505,38;Grupo 3;67,6000000000000;73,08;12,00000000000000;3,20000000000000;De 31 a 60 alunos;baixa
RJ;33026424;COL ARARUAMA;Privada;Urbana;32;0;32;100,00;583,82;633,83;576,88;644,90;705,63;Grupo 5;60,0000000000000;75,00;12,10000000000000;2,00000000000000;De 31 a 60 alunos;alta
RJ;33026432;CE EDMUNDO SILVA;Estadual;Urbana;361;3;247;68,42;463,75;556,41;503,79;462,16;531,66;Grupo 3;60,3000000000000;79,76;7,20000000000000;2,90000000000000;Maior que 90 alunos;media
RJ;33026459;COL PROF FERNANDO MOREIRA CALDAS;Privada;Urbana;31;0;25;80,65;524,67;593,22;551,48;502,97;615,20;Grupo 5;75,0000000000000;68,00;16,70000000000000;0,00000000000000;De 31 a 60 alunos;media
RJ;33026700;INSTITUTO JOANA PINTO;Privada;Urbana;15;0;12;80,00;508,12;586,13;505,72;454,88;550,00;Grupo 5;51,4000000000000;50,00;6,70000000000000;0,00000000000000;De 1 a 30 alunos;media
RJ;33026726;CE PROFESSOR FONSECA;Estadual;Rural;45;1;38;84,44;433,78;522,92;472,02;435,79;537,89;Grupo 2;62,4000000000000;86,84;4,10000000000000;4,00000000000000;De 31 a 60 alunos;media
RJ;33027102;CE VINTE DE JULHO;Estadual;Urbana;33;0;19;57,58;455,84;535,89;496,64;452,87;526,32;Grupo 3;70,0000000000000;36,84;12,00000000000000;6,70000000000000;De 31 a 60 alunos;baixa
RJ;33027110;COLEGIO MUNICIPAL FRANCISCO PORTO DE AGUIAR;Municipal;Urbana;87;0;68;78,16;481,28;571,47;520,06;471,60;576,18;Grupo 4;76,0000000000000;85,29;24,00000000000000;0,40000000000000;De 61 a 90 alunos;media
RJ;33027315;CE PROFESSOR RENATO AZEVEDO;Estadual;Urbana;159;0;87;54,72;455,16;549,17;495,43;455,05;492,41;Grupo 3;58,5000000000000;60,92;13,40000000000000;6,60000000000000;Maior que 90 alunos;baixa
RJ;33027323;CE MIGUEL COUTO;Estadual;Urbana;341;0;209;61,29;461,49;548,34;504,38;461,24;510,14;Grupo 3;64,2000000000000;72,25;17,10000000000000;10,70000000000000;Maior que 90 alunos;baixa
RJ;33027331;C M RUI BARBOSA;Municipal;Urbana;235;0;201;85,53;484,90;572,50;538,00;480,14;610,60;Grupo 4;69,2000000000000;86,07;4,00000000000000;0,80000000000000;Maior que 90 alunos;media
RJ;33027439;CE PRAIA DO SIQUEIRA;Estadual;Urbana;36;0;28;77,78;462,82;541,62;501,80;494,05;507,86;Grupo 3;70,8000000000000;75,00;10,40000000000000;4,50000000000000;De 31 a 60 alunos;media
RJ;33027722;COLEGIO FRANCISCANO SAGRADO CORACAO DE JESUS;Privada;Urbana;43;0;41;95,35;555,28;627,96;583,41;606,46;649,27;Grupo 6;62,7000000000000;95,12;6,70000000000000;0,00000000000000;De 31 a 60 alunos;alta
RJ;33027781;INST STA ROSA;Privada;Urbana;59;0;54;91,53;569,53;639,04;571,49;601,73;751,11;Grupo 5;66,7000000000000;66,67;2,20000000000000;0,00000000000000;De 31 a 60 alunos;alta
RJ;33028125;CE ALMIRANTE TAMANDARE;Estadual;Urbana;32;0;20;62,50;441,76;534,74;468,44;457,42;502,00;Grupo 3;64,4000000000000;80,00;29,00000000000000;2,90000000000000;De 31 a 60 alunos;baixa
RJ;33028133;CE DOUTOR FELICIANO SODRE;Estadual;Urbana;272;0;173;63,60;469,30;553,20;508,88;459,83;555,05;Grupo 3;83,6000000000000;63,58;10,00000000000000;3,00000000000000;Maior que 90 alunos;baixa
RJ;33028184;COL DISNEYLANDIA - INST SILVA SERPA;Privada;Urbana;56;1;47;83,93;512,27;602,11;563,83;513,99;689,79;Grupo 5;71,8000000000000;78,72;4,50000000000000;0,80000000000000;De 31 a 60 alunos;media
RJ;33028192;CE JOSE RASCAO;Estadual;Urbana;100;0;50;50,00;452,11;546,44;493,80;450,83;530,80;Grupo 4;46,1000000000000;68,00;8,60000000000000;8,40000000000000;Maior que 90 alunos;baixa
RJ;33028583;CIEP 457 DOUTOR JOSE ELIAS MELLO DOS SANTOS;Estadual;Urbana;41;0;25;60,98;467,40;526,22;484,42;441,43;497,60;Grupo 3;74,2000000000000;76,00;19,30000000000000;5,20000000000000;De 31 a 60 alunos;baixa
RJ;33028605;CE DOUTOR FRANCISCO DE PAULA PARANHOS;Estadual;Urbana;183;6;121;66,12;464,18;537,24;496,89;451,73;548,93;Grupo 3;80,4000000000000;77,69;19,30000000000000;2,00000000000000;Maior que 90 alunos;baixa
RJ;33028729;CE OSCAR DE MACEDO SOARES;Estadual;Urbana;176;1;114;64,77;460,71;544,29;497,77;460,13;537,37;Grupo 3;68,0000000000000;68,42;12,90000000000000;3,10000000000000;Maior que 90 alunos;baixa
RJ;33028850;CENTRO EDUC PRES WASHINGTON LUIS;Privada;Urbana;27;0;26;96,30;559,53;604,26;553,52;539,84;626,15;Grupo 5;59,1000000000000;84,62;5,60000000000000;0,00000000000000;De 1 a 30 alunos;alta
RJ;33028958;CE OLIVEIRA VIANA;Estadual;Urbana;116;0;86;74,14;457,02;546,52;487,74;464,53;525,58;Grupo 3;65,5000000000000;73,26;11,50000000000000;2,50000000000000;Maior que 90 alunos;media
RJ;33028974;CE RIO DE AREIA;Estadual;Urbana;19;0;13;68,42;478,58;569,62;497,05;484,49;576,92;Grupo 2;80,0000000000000;53,85;16,10000000000000;6,20000000000000;De 1 a 30 alunos;media
RJ;33029318;CENTRO EDUC BARRA MANSA;Privada;Urbana;40;0;39;97,50;527,77;592,14;542,32;539,85;662,56;Grupo 5;45,0000000000000;76,92;11,20000000000000;0,00000000000000;De 31 a 60 alunos;alta
RJ;33029342;CE BALDOMERO BARBARA;Estadual;Urbana;181;3;154;85,08;476,44;570,15;520,80;486,80;556,88;Grupo 4;71,5000000000000;85,71;20,50000000000000;1,70000000000000;Maior que 90 alunos;media
RJ;33029369;CE BARAO DE AIURUOCA;Estadual;Urbana;361;1;282;78,12;479,14;572,44;519,30;481,05;568,72;Grupo 4;64,3000000000000;68,09;13,40000000000000;1,80000000000000;Maior que 90 alunos;media
RJ;33029377;CE BOA VISTA;Estadual;Urbana;40;0;24;60,00;447,98;521,97;458,71;416,95;509,17;Grupo 3;50,5000000000000;70,83;10,40000000000000;4,20000000000000;De 31 a 60 alunos;baixa
RJ;33029385;CE COMENDADOR PEREIRA IGNACIO;Estadual;Urbana;76;1;47;61,84;469,84;527,50;491,23;442,37;485,53;Grupo 3;44,1000000000000;65,96;8,40000000000000;1,20000000000000;De 61 a 90 alunos;baixa
RJ;33029407;CE IRACEMA LEITE NADER;Estadual;Urbana;102;0;57;55,88;466,24;556,14;497,71;471,97;508,77;Grupo 3;53,6000000000000;82,46;8,90000000000000;0,30000000000000;Maior que 90 alunos;baixa
RJ;33029490;COLEGIO VERBO DIVINO;Privada;Urbana;61;1;60;98,36;577,30;641,89;578,37;654,34;755,00;Grupo 5;64,0000000000000;93,33;9,40000000000000;0,00000000000000;De 61 a 90 alunos;alta
RJ;33029660;CE JAYME SILVESTRE CAMARGO;Estadual;Urbana;44;0;28;63,64;442,63;556,57;501,75;475,95;525,00;Grupo 3;57,6000000000000;82,14;4,80000000000000;2,40000000000000;De 31 a 60 alunos;baixa
RJ;33029679;CE PROFESSOR LUIZ GONZAGA DE MATTOS;Estadual;Urbana;57;0;49;85,96;440,75;544,57;490,51;454,73;506,65;Grupo 4;51,9000000000000;95,92;13,90000000000000;1,00000000000000;De 31 a 60 alunos;media
RJ;33029717;CE SAO PEDRO;Estadual;Urbana;98;0;60;61,22;467,55;554,24;505,17;466,54;534,00;Grupo 3;39,9000000000000;76,67;21,90000000000000;3,30000000000000;Maior que 90 alunos;baixa
RJ;33030170;CE VILA MARIA;Estadual;Urbana;31;3;19;61,29;439,48;528,82;480,99;462,16;482,11;Grupo 2;69,0000000000000;52,63;16,10000000000000;8,60000000000000;De 31 a 60 alunos;baixa
RJ;33030189;CE ROSELANDIA;Estadual;Urbana;58;2;37;63,79;428,58;518,72;475,02;434,73;511,89;Grupo 3;54,0000000000000;83,78;17,70000000000000;5,90000000000000;De 31 a 60 alunos;baixa
RJ;33030359;CE NOSSA SENHORA DO AMPARO;Estadual;Urbana;19;0;16;84,21;434,59;508,42;459,27;423,24;452,50;Grupo 3;52,9000000000000;87,50;8,60000000000000;0,00000000000000;De 1 a 30 alunos;media
RJ;33030448;COLEGIO CENECISTA CASTELLO BRANCO;Privada;Urbana;14;1;12;85,71;472,61;583,00;538,20;448,24;576,67;Grupo 5;55,8000000000000;83,33;0,00000000000000;0,00000000000000;De 1 a 30 alunos;media
RJ;33030456;CIEP 488 EZEQUIEL FREIRE;Estadual;Urbana;108;2;68;62,96;464,31;542,68;498,53;468,07;516,76;Grupo 3;60,9000000000000;82,35;7,40000000000000;6,80000000000000;Maior que 90 alunos;baixa
RJ;33030987;CIEP 291 DOM MARTINHO SCHLUDE;Estadual;Urbana;80;1;47;58,75;470,35;552,34;493,69;475,64;534,47;Grupo 3;70,8000000000000;85,11;5,50000000000000;1,30000000000000;De 61 a 90 alunos;baixa
RJ;33031371;COL DOM BOSCO;Privada;Urbana;43;0;40;93,02;594,13;649,51;595,48;674,07;742,50;Grupo 6;45,8000000000000;62,50;5,40000000000000;0,00000000000000;De 31 a 60 alunos;alta
RJ;33031380;CE ANTONINA RAMOS FREIRE;Estadual;Urbana;37;0;20;54,05;451,61;514,56;483,16;450,74;507,00;Grupo 3;77,8000000000000;90,00;8,30000000000000;3,00000000000000;De 31 a 60 alunos;baixa
RJ;33031401;CE PEDRO BRAILE NETO;Estadual;Urbana;242;0;186;76,86;484,70;566,34;517,30;498,92;533,55;Grupo 3;76,0000000000000;75,27;11,10000000000000;0,50000000000000;Maior que 90 alunos;media
RJ;33031428;CE MARECHAL SOUZA DANTAS;Estadual;Urbana;121;0;77;63,64;471,86;561,15;512,61;494,94;557,14;Grupo 4;64,5000000000000;90,91;12,80000000000000;1,20000000000000;Maior que 90 alunos;baixa
RJ;33031509;CE OLIVEIRA BOTELHO;Estadual;Urbana;121;1;94;77,69;486,72;558,00;509,71;488,33;538,67;Grupo 4;46,4000000000000;74,47;15,40000000000000;3,20000000000000;Maior que 90 alunos;media
RJ;33031649;INSTITUTO SAO JOSE;Privada;Urbana;64;2;59;92,19;570,07;633,73;577,21;602,12;694,58;Grupo 6;36,4000000000000;83,05;6,50000000000000;0,00000000000000;De 61 a 90 alunos;alta
RJ;33031720;CE OLAVO BILAC;Estadual;Urbana;165;2;116;70,30;484,46;563,38;513,29;490,05;551,38;Grupo 4;65,1000000000000;60,34;13,90000000000000;5,00000000000000;Maior que 90 alunos;media
RJ;33031843;CE ENGENHEIRO PASSOS;Estadual;Urbana;40;0;25;62,50;472,51;556,80;523,22;469,20;560,00;Grupo 3;51,9000000000000;92,00;11,00000000000000;1,20000000000000;De 31 a 60 alunos;baixa
RJ;33032114;INST EDUCACIONAL PORTO REAL;Privada;Urbana;20;0;20;100,00;522,68;591,03;524,54;517,16;602,00;Grupo 5;60,0000000000000;85,00;0,00000000000000;0,00000000000000;De 1 a 30 alunos;alta
RJ;33032130;CE REPUBLICA ITALIANA;Estadual;Urbana;102;1;70;68,63;480,92;559,48;513,13;481,97;551,43;Grupo 3;66,1000000000000;84,29;4,50000000000000;0,70000000000000;Maior que 90 alunos;media
RJ;33032360;CIEP 296 PRESIDENTE BENES;Estadual;Urbana;74;0;39;52,70;473,55;561,27;501,13;480,35;539,49;Grupo 4;45,2000000000000;94,87;6,20000000000000;2,60000000000000;De 61 a 90 alunos;baixa
RJ;33032742;CIEP 295 PROFESSORA GLORIA ROUSSIN GUEDES PINTO;Estadual;Urbana;292;0;198;67,81;468,13;548,82;500,99;469,54;534,95;Grupo 3;58,1000000000000;78,79;12,40000000000000;3,20000000000000;Maior que 90 alunos;media
RJ;33032777;COLEGIO DE APLICACAO DO CENTRO UNIVERSITARIO GERALDO DI BIASE;Privada;Urbana;50;0;42;84,00;530,92;606,56;555,71;512,09;640,48;Grupo 5;46,8000000000000;66,67;7,60000000000000;0,00000000000000;De 31 a 60 alunos;media
RJ;33032785;COLEGIO DO INSTITUTO BATISTA AMERICANO;Privada;Urbana;111;0;88;79,28;485,38;579,85;529,65;500,08;573,86;Grupo 5;65,8000000000000;79,55;2,00000000000000;0,30000000000000;Maior que 90 alunos;media
RJ;33032793;CE BARAO DE MAUA;Estadual;Urbana;61;1;47;77,05;486,16;566,99;505,03;480,01;528,94;Grupo 3;60,3000000000000;63,83;6,70000000000000;2,50000000000000;De 61 a 90 alunos;media
RJ;33032815;CE PREFEITO FRANCISCO FONTES TORRES;Estadual;Urbana;23;0;16;69,57;469,94;561,24;482,03;461,16;497,50;Grupo 4;50,9000000000000;37,50;22,90000000000000;0,00000000000000;De 1 a 30 alunos;media
RJ;33032823;CE RIO DE JANEIRO;Estadual;Urbana;96;1;79;82,29;482,56;557,46;517,19;484,22;552,15;Grupo 4;57,6000000000000;86,08;13,20000000000000;1,00000000000000;Maior que 90 alunos;media
RJ;33032858;COL MACEDO SOARES;Privada;Urbana;103;0;103;100,00;580,58;654,05;600,30;644,94;721,94;Grupo 6;45,8000000000000;92,23;5,20000000000000;0,00000000000000;Maior que 90 alunos;alta
RJ;33032866;COLEGIO GETULIO VARGAS;Municipal;Urbana;88;2;70;79,55;517,86;588,90;531,48;510,51;591,71;Grupo 4;68,4000000000000;65,71;13,70000000000000;8,00000000000000;De 61 a 90 alunos;media
RJ;33032912;COL MUL PROF DELCE HORTA DELGADO;Municipal;Urbana;31;2;28;90,32;536,33;606,16;553,97;544,18;599,29;Grupo 5;70,7000000000000;75,00;7,40000000000000;0,00000000000000;De 31 a 60 alunos;alta
RJ;33032939;CE SANTOS DUMONT;Estadual;Urbana;64;1;41;64,06;440,59;541,72;494,51;448,18;548,29;Grupo 3;64,6000000000000;78,05;18,20000000000000;2,50000000000000;De 61 a 90 alunos;baixa
RJ;33033145;CE RIO GRANDE DO NORTE;Estadual;Urbana;133;0;93;69,92;453,73;530,33;496,29;448,26;549,03;Grupo 3;51,2000000000000;72,04;7,80000000000000;1,30000000000000;Maior que 90 alunos;media
RJ;33033471;COL MUN JOSE BOTELHO DE ATHAYDE;Municipal;Urbana;43;1;32;74,42;474,69;559,87;499,60;478,07;568,13;Grupo 4;78,9000000000000;81,25;11,50000000000000;5,80000000000000;De 31 a 60 alunos;media
RJ;33033994;IE PROFESSOR MANUEL MARINHO;Estadual;Urbana;334;2;295;88,32;474,97;582,83;530,97;501,79;608,81;Grupo 4;64,9000000000000;87,46;10,20000000000000;0,40000000000000;Maior que 90 alunos;alta
